Index,score
129853,1
602827,1
590895,1
121640,1
133529,1
121581,4
123316,1
413154,1
115600,4
790103,1
129412,1
104565,1
169565,4
186554,4
133156,4
310637,4
578778,4
124216,4
534505,1
650056,1
127871,4
516798,1
411122,4
429078,1
