index,Pb,morph,DMSO,GBL,FAH,H2O,score
121581,-1.003773203,-1.542865529,0.523572703,3.196428039,-1.094202056,0.46555504,4
115600,-1.003773203,-1.542865529,0.141736227,0.141736227,1.991276001,1.91760532,4
169565,-1.003773203,-1.213067028,-1.003773203,0.523572703,3.415342797,-1.349507811,4
186554,-1.003773203,-1.213067028,0.523572703,-1.003773203,3.415342797,-1.349507811,4
133156,-1.003773203,-1.542865529,3.196428039,-1.003773203,0.32986474,1.010073895,4
310637,-0.24010025,-0.883268527,-1.003773203,1.287245656,2.228620467,-0.078963816,4
578778,0.90540918,0.106126974,-1.003773203,-1.003773203,2.940653865,0.82856761,4
124216,-1.003773203,-1.542865529,0.90540918,0.90540918,0.567209206,1.010073895,4
127871,-1.003773203,-1.542865529,1.669082133,-1.003773203,2.228620467,0.46555504,4
411122,0.141736227,-0.553470027,-1.003773203,0.141736227,1.991276001,1.91760532,4
