Index,score
792851,3
473827,4
576432,1
393873,4
738889,3
396131,3
303356,1
459778,3
707451,3
402560,4
721576,1
547728,1
747464,1
753578,1
299114,3
568240,1
781604,1
291285,1
637859,4
571177,3
289584,1
475041,3
636176,4
769483,4
