index,Pb,morph,DMSO,GBL,FAH,H2O,score
606160,-0.621936727,0.435925475,-0.621936727,0.90540918,-0.382168658,-0.804988956,3
372507,-0.621936727,-0.553470027,-1.003773203,1.669082133,-0.382168658,1.373086465,1
777895,0.90540918,2.084917978,-0.621936727,-0.621936727,-0.85685759,-0.441976386,3
688201,1.287245656,0.765723975,-0.621936727,0.523572703,-0.619513124,0.647061325,1
559725,0.141736227,0.106126974,-0.621936727,0.90540918,0.092520274,0.46555504,3
681317,0.90540918,0.765723975,-0.621936727,-0.621936727,-0.619513124,0.284048754,1
282130,-0.621936727,-0.883268527,-1.003773203,-0.24010025,0.092520274,1.91760532,1
481792,-0.24010025,-0.223671526,0.90540918,-0.621936727,0.804553672,-0.623482671,3
393854,-0.24010025,-0.553470027,-0.621936727,-0.621936727,2.228620467,-0.623482671,4
686571,1.287245656,0.765723975,-1.003773203,0.523572703,-0.619513124,0.82856761,1
537889,-0.621936727,0.106126974,-0.621936727,-0.621936727,0.804553672,1.19158018,3
381407,-0.621936727,-0.553470027,0.141736227,0.523572703,0.804553672,-0.804988956,3
475063,-0.24010025,-0.223671526,-0.621936727,0.523572703,0.567209206,0.46555504,3
640203,0.90540918,0.435925475,0.523572703,-0.621936727,0.32986474,-0.804988956,3
792841,3.578264516,2.744514979,-0.621936727,-0.621936727,-0.85685759,-0.804988956,1
771905,2.432755086,1.755119477,-0.24010025,-0.621936727,-0.619513124,-0.623482671,1
376379,-0.621936727,-0.553470027,-0.621936727,1.669082133,0.567209206,-0.804988956,3
721604,1.287245656,1.095522476,-0.621936727,-0.621936727,-0.382168658,1.373086465,1
558956,0.141736227,0.106126974,-0.621936727,-0.24010025,0.32986474,1.736099035,4
738279,-0.24010025,1.425320977,-1.003773203,-0.621936727,-0.619513124,1.010073895,3
769464,2.050918609,1.755119477,-0.621936727,-0.621936727,-0.619513124,0.46555504,1
753546,2.050918609,1.425320977,-0.621936727,0.523572703,-1.094202056,-0.623482671,1
385565,-0.621936727,-0.553470027,1.287245656,-0.621936727,0.804553672,-0.804988956,3
644908,1.287245656,0.435925475,-0.621936727,-1.003773203,1.991276001,-0.804988956,4
626653,0.523572703,0.435925475,-1.003773203,1.287245656,-0.382168658,-0.804988956,3
777879,0.90540918,2.084917978,-0.621936727,-0.621936727,-1.094202056,-0.441976386,1
315618,-0.24010025,-0.883268527,-0.621936727,1.287245656,-0.144824192,1.91760532,4
374146,-0.621936727,-0.553470027,-0.621936727,-0.621936727,0.567209206,-0.623482671,3
637882,0.90540918,0.435925475,-0.24010025,-0.621936727,0.567209206,0.46555504,4
633581,0.90540918,0.435925475,-1.003773203,-0.621936727,-0.619513124,-0.441976386,1
705345,-0.621936727,1.095522476,-0.24010025,-0.24010025,-0.619513124,-0.623482671,3
480539,-0.24010025,-0.223671526,0.523572703,-0.621936727,0.804553672,0.647061325,4
792851,3.578264516,2.744514979,-0.621936727,-0.621936727,-0.619513124,-0.804988956,3
473827,-0.24010025,-0.223671526,-0.621936727,-0.621936727,0.32986474,1.55459275,4
576432,0.523572703,0.106126974,0.90540918,-0.621936727,0.092520274,-0.623482671,1
393873,-0.24010025,-0.553470027,-0.621936727,-0.621936727,2.465964933,-0.623482671,4
738889,-0.24010025,1.425320977,-0.621936727,-0.621936727,-0.619513124,0.102542469,3
396131,-0.24010025,-0.553470027,-0.621936727,2.050918609,0.32986474,-0.623482671,3
303356,-0.621936727,-0.883268527,1.669082133,-0.621936727,0.804553672,-0.623482671,1
459778,-0.621936727,-0.223671526,-0.621936727,-0.621936727,1.279242603,0.647061325,3
707451,-0.24010025,1.095522476,-0.621936727,-0.621936727,-0.382168658,1.736099035,3
402560,-0.24010025,-0.553470027,0.523572703,-0.621936727,0.567209206,0.647061325,4
721576,1.287245656,1.095522476,-0.621936727,-0.621936727,-0.619513124,1.373086465,1
547728,-0.24010025,0.106126974,-0.621936727,-0.621936727,-0.382168658,-0.986495241,1
747464,1.287245656,1.425320977,-0.621936727,-0.621936727,-0.619513124,-0.986495241,1
753578,2.050918609,1.425320977,-0.621936727,0.523572703,-0.619513124,-0.441976386,1
299114,-0.621936727,-0.883268527,0.523572703,0.90540918,0.567209206,-0.804988956,3
568240,0.523572703,0.106126974,-1.003773203,0.523572703,-0.382168658,1.736099035,1
781604,2.432755086,2.084917978,-0.621936727,-0.621936727,-0.619513124,-0.804988956,1
291285,-0.621936727,-0.883268527,-0.24010025,-0.621936727,0.567209206,-0.623482671,1
637859,0.90540918,0.435925475,-0.24010025,-0.621936727,0.32986474,0.46555504,4
571177,0.523572703,0.106126974,-0.621936727,0.90540918,-0.382168658,-0.623482671,3
289584,-0.621936727,-0.883268527,-0.621936727,1.669082133,-0.144824192,1.55459275,1
475041,-0.24010025,-0.223671526,-0.621936727,0.523572703,0.32986474,0.46555504,3
636176,0.90540918,0.435925475,-0.621936727,-0.621936727,1.753931535,-0.804988956,4
769483,2.050918609,1.755119477,-0.621936727,-0.621936727,-0.382168658,0.46555504,4
