index,Pb,morph,DMSO,GBL,FAH,H2O,score
299114,0.244210526,0.459473684,0.210526316,0.263157895,5.801630435,2.053497942,3
568240,0.610526316,0.918947368,0,0.210526316,2.486413043,11.63648834,1
781604,1.221052632,1.837894737,0.052631579,0.052631579,1.657608696,2.053497942,1
291285,0.244210526,0.459473684,0.105263158,0.052631579,5.801630435,2.737997257,1
637859,0.732631579,1.072105263,0.105263158,0.052631579,4.972826087,6.844993141,4
571177,0.610526316,0.918947368,0.052631579,0.263157895,2.486413043,2.737997257,3
289584,0.244210526,0.459473684,0.052631579,0.368421053,3.315217391,10.95198903,1
475041,0.366315789,0.765789474,0.052631579,0.210526316,4.972826087,6.844993141,3
636176,0.732631579,1.072105263,0.052631579,0.052631579,9.945652174,2.053497942,4
769483,1.098947368,1.684736842,0.052631579,0.052631579,2.486413043,6.844993141,4
129853,0.122105263,0.153157895,0.421052632,0.052631579,0,13.00548697,1
602827,0.122105263,1.072105263,0.368421053,0.157894737,0,0,1
590895,0.732631579,0.918947368,0.526315789,0,0,8.21399177,1
121640,0.122105263,0.153157895,0.210526316,0.736842105,0,0,1
133529,0.122105263,0.153157895,0.578947368,0.210526316,0,7.529492455,1
121581,0.122105263,0.153157895,0.210526316,0.578947368,0,6.844993141,4
123316,0.122105263,0.153157895,0.263157895,0.157894737,0,6.160493827,1
413154,0.488421053,0.612631579,0,0.631578947,0.828804348,6.844993141,1
115600,0.122105263,0.153157895,0.157894737,0.157894737,10.77445652,12.32098765,4
790103,1.587368421,1.991052632,0,0.315789474,0,0,1
129412,0.122105263,0.153157895,0.368421053,0.421052632,2.486413043,3.422496571,1
104565,0.122105263,0.153157895,0.052631579,0.263157895,0.828804348,0,1
169565,0.122105263,0.306315789,0,0.210526316,15.74728261,0,4
186554,0.122105263,0.306315789,0.210526316,0,15.74728261,0,4
133156,0.122105263,0.153157895,0.578947368,0,4.972826087,8.898491084,4
310637,0.366315789,0.459473684,0,0.315789474,11.60326087,4.791495199,4
578778,0.732631579,0.918947368,0,0,14.08967391,8.21399177,4
124216,0.122105263,0.153157895,0.263157895,0.263157895,5.801630435,8.898491084,4
534505,0.122105263,0.918947368,0.578947368,0,0,0,1
650056,0.854736842,1.072105263,0.210526316,0.421052632,0,0,1
127871,0.122105263,0.153157895,0.368421053,0,11.60326087,6.844993141,4
516798,0.610526316,0.765789474,0.736842105,0,0,0,1
411122,0.488421053,0.612631579,0,0.157894737,10.77445652,12.32098765,4
429078,0.488421053,0.612631579,0.421052632,0.210526316,3.315217391,0,1
